SKU,Order,Delivery Date,Quantity
15668541,6767045,2014-07-04,1
15668541,7956874,2014-05-27,1
15668541,6806181,2014-06-26,1
15668541,7940232,2014-05-21,1
15668541,8055991,2014-04-20,1
15668541,8044818,2014-04-15,1
15668541,6443790,2014-10-05,1
15668541,6510187,2014-09-17,1
15668541,8048354,2014-04-16,1
15668541,6436335,2014-10-03,1
15668541,6465614,2014-09-23,1
15668541,6699850,2014-07-22,1
15668541,7900626,2014-05-30,1
15668541,6774308,2014-07-06,1
15668541,6574702,2014-08-31,1
15668541,6657589,2014-07-29,1
15668541,6768461,2014-07-05,1
15668541,7997533,2014-04-24,1
15668541,6585474,2014-09-03,1
15668541,6671773,2014-08-02,1
15668541,7894142,2014-06-18,1
15668541,6533540,2014-09-06,1
15668541,6622542,2014-08-06,1
15668541,6729204,2014-07-14,1
15668541,6767842,2014-07-06,1
15668541,8013013,2014-04-30,1
15668541,7925134,2014-06-07,1
15668541,6540978,2014-09-08,1
15668541,6623025,2014-08-06,1
15668541,7978760,2014-05-11,1
15668541,6669723,2014-08-02,1
15668541,6706578,2014-07-25,1
15668541,7945333,2014-05-23,1
15668541,8060171,2014-04-22,1
15668541,8060703,2014-04-22,1
15668541,6594078,2014-08-18,1
15668541,7949713,2014-05-24,1
15668541,6713947,2014-07-27,1
15668541,6804869,2014-06-26,1
15668541,8030671,2014-04-09,1
15668541,6508797,2014-09-17,1
15668541,7969506,2014-05-07,1
15668541,8003260,2014-04-26,1
15668541,8090766,2014-04-08,1
15668541,7899598,2014-05-30,1
15668541,7883736,2014-06-14,1
15668541,6743470,2014-07-17,1
15668541,7882746,2014-06-14,1
15668541,7980871,2014-05-12,1
15668541,8025228,2014-05-04,1
15668541,7880878,2014-06-14,1
15668541,6678600,2014-08-04,1
15668541,6470916,2014-09-24,1
15668541,7904879,2014-06-01,1
15668541,6614719,2014-08-24,1
15668541,7915141,2014-06-03,1
15668541,7995570,2014-04-23,1
15668541,7958717,2014-05-28,1
15668541,6712789,2014-07-27,1
15668541,6757346,2014-07-01,1
15668541,7915822,2014-06-06,1
15668541,6679758,2014-08-04,1
15668541,6528145,2014-09-05,1
15668541,6460786,2014-09-21,1
15668541,7947165,2014-05-23,1
15668541,6813761,2014-06-29,1
15668542,8045908,2014-04-16,1
15668542,7944744,2014-05-22,1
15668542,6631074,2014-08-08,1
15668542,7961277,2014-05-28,1
15668542,6533907,2014-09-07,1
15668542,6652412,2014-07-28,1
15668542,7900070,2014-05-30,1
15668542,6519358,2014-09-19,1
15668542,6535590,2014-09-07,1
15668542,8037647,2014-04-13,1
15668542,7885086,2014-06-15,1
15668542,7974291,2014-05-10,1
15668542,6629741,2014-08-08,1
15668542,8085155,2014-04-05,1
15668542,6588921,2014-08-16,1
15668542,6719940,2014-07-10,1
15668542,8038893,2014-04-13,1
15668542,6643325,2014-08-13,1
15668542,8009879,2014-04-28,1
15668542,7997304,2014-04-23,1
15668542,6787922,2014-06-20,1
15668542,7929109,2014-06-08,1
15668542,6690908,2014-07-20,1
15668542,7963430,2014-05-05,1
15668542,7889759,2014-06-16,1
15668542,6553320,2014-09-11,1
15668542,6612208,2014-08-23,1
15668542,6688829,2014-07-20,1
15668542,7901549,2014-05-31,1
15668542,7989695,2014-05-15,1
15668542,6721966,2014-07-10,1
15668542,6547943,2014-09-10,1
15668542,7938151,2014-05-20,1
15668542,7993819,2014-05-17,1
15668542,8059032,2014-04-22,1
15668542,8040732,2014-04-13,1
15668542,6805513,2014-06-27,1
15668542,8002752,2014-04-26,1
15668542,6572571,2014-08-30,1
15668542,8035749,2014-04-11,1
15668542,7940098,2014-05-21,1
15668542,7956874,2014-05-27,1
15668542,7886838,2014-06-15,1
15668542,6608759,2014-08-22,1
15668542,6814696,2014-06-29,1
15668542,8044818,2014-04-15,1
15668542,6712311,2014-07-27,1
15668542,6459268,2014-09-21,1
15668542,6523063,2014-09-04,1
15668542,6748166,2014-07-18,1
15668542,7990086,2014-05-15,1
15668542,7884640,2014-06-15,1
15668542,6428451,2014-10-01,1
15668542,6765756,2014-07-04,1
15668542,6680090,2014-08-04,1
15668542,7884492,2014-06-14,1
15668542,8009746,2014-04-28,1
15668542,8057471,2014-04-21,1
15668542,7874816,2014-06-12,1
15668542,6657168,2014-07-30,1
15668542,6675515,2014-08-04,1
15668542,8000765,2014-04-25,1
15668542,6608688,2014-08-22,1
15668542,6699126,2014-07-22,1
15668542,7889534,2014-06-16,1
15668542,6535005,2014-09-06,1
15668542,7980049,2014-05-11,1
15668542,6804558,2014-06-26,1
15668542,6575844,2014-08-31,1
15668542,7947451,2014-05-24,1
15668542,7993811,2014-05-17,1
15668542,6609696,2014-08-22,1
15668542,8082587,2014-04-04,1
15668542,8086192,2014-04-05,1
15668542,6793358,2014-06-22,1
15668542,6752124,2014-06-30,1
15668542,6744321,2014-07-16,1
15668542,6527116,2014-09-05,1
15668542,6689670,2014-07-20,1
15668542,6680849,2014-08-05,1
15668542,6541271,2014-09-08,1
15668542,8052051,2014-04-20,1
15668542,6636175,2014-08-10,1
15668542,6498309,2014-09-15,1
15668542,6672879,2014-08-03,1
15668542,6631906,2014-08-09,1
15668542,6647217,2014-08-13,1
15668542,7892849,2014-06-17,1
15668542,8086471,2014-04-05,1
15668542,6637128,2014-08-11,1
15668542,8014311,2014-04-30,1
15668542,8053741,2014-04-19,1
15668542,8005290,2014-04-26,1
15668542,7939114,2014-05-21,1
15668542,7967364,2014-05-06,1
15668542,6742315,2014-07-16,1
15668542,7966504,2014-05-06,1
15668542,6778748,2014-07-07,1
15668542,6797027,2014-06-24,1
15668542,6794230,2014-06-22,1
15668542,7964882,2014-05-06,1
15668542,6623025,2014-08-06,1
15668542,6647833,2014-08-15,1
15668542,8046563,2014-04-15,1
15668542,6705727,2014-07-25,1
15668542,6657589,2014-07-29,1
15668542,6514491,2014-09-18,1
15668542,8038264,2014-04-13,1
15668542,7960606,2014-05-29,1
15668542,6718593,2014-07-09,1
15668542,6596850,2014-08-18,1
15668542,7934741,2014-05-18,1
15668542,7890490,2014-06-16,1
15668542,6686923,2014-07-20,1
15668542,8027829,2014-05-05,1
15668542,6461206,2014-09-21,1
15668542,6662261,2014-07-31,1
15668542,6700119,2014-07-23,1
15668542,6668771,2014-08-02,1
15668542,7893432,2014-06-18,1
15668542,6586360,2014-09-03,1
15668542,6741051,2014-07-15,1
15668542,8025509,2014-05-04,1
15668542,6579842,2014-09-01,1
15668542,7874177,2014-06-11,1
15668542,8032875,2014-04-11,1
15668542,7944608,2014-05-23,1
15668542,6760028,2014-07-02,1
15668542,6736559,2014-07-14,1
15668542,6481231,2014-09-27,1
15668542,6477052,2014-09-26,1
15668542,7925780,2014-06-07,1
15668542,7874761,2014-06-11,1
15668542,8044815,2014-04-15,1
15668542,6785068,2014-06-20,1
15668542,6608604,2014-08-21,1
15668542,6602270,2014-08-20,1
15668542,6713491,2014-07-28,1
15668542,6622031,2014-08-06,1
15668542,6482531,2014-09-28,1
15668542,7964090,2014-05-05,1
15668542,6433636,2014-10-02,1
15668542,6576832,2014-08-31,1
15668542,7978540,2014-05-11,1
15668542,6644742,2014-08-13,1
15668542,6808447,2014-06-27,1
15668542,7983470,2014-05-13,1
15668542,6479880,2014-09-27,1
15668542,6535019,2014-09-08,1
15668542,8031127,2014-04-09,1
15668542,7989263,2014-05-15,1
15668542,7902569,2014-05-31,1
15668542,6464520,2014-09-23,1
15668542,8005124,2014-04-27,1
15668542,7901061,2014-05-30,1
15668542,6546487,2014-09-10,1
15668542,6760401,2014-07-02,1
15668542,6720017,2014-07-09,1
15668542,7907155,2014-06-01,1
15668542,6770282,2014-07-05,1
15668542,8092342,2014-04-07,1
15668542,7915822,2014-06-06,1
15668542,6511043,2014-09-17,1
15668542,6807087,2014-06-28,1
15668542,6556830,2014-08-26,1
15668542,8076103,2014-04-02,1
15668542,6802479,2014-06-25,1
15668542,6601808,2014-08-20,1
15668542,6627237,2014-08-07,1
15668542,6675059,2014-08-03,1
15668542,8027971,2014-05-05,1
15668542,6709601,2014-07-26,1
15668542,6654612,2014-07-29,1
15668542,7989832,2014-05-15,1
15668542,7918830,2014-06-05,1
15668542,6542197,2014-09-08,1
15668542,7985257,2014-05-14,1
15668542,6592277,2014-08-17,1
15668542,7990820,2014-05-15,1
15668542,6490351,2014-09-12,1
15668542,6811583,2014-06-28,1
15668542,6465698,2014-09-23,1
15668542,8060145,2014-04-22,1
15668542,6550016,2014-09-10,1
15668542,6768142,2014-07-04,1
15668542,6602203,2014-08-20,1
15668542,6640611,2014-08-12,1
15668542,6652396,2014-07-28,1
15668542,7982067,2014-05-12,1
15668542,7909746,2014-06-02,1
15668542,6705348,2014-07-24,1
15668542,6629357,2014-08-08,1
15668542,7930073,2014-05-17,1
15668542,6593070,2014-08-17,1
15668542,6664050,2014-07-31,1
15668542,6731656,2014-07-13,1
15668542,8089772,2014-04-07,1
15670145,6648732,2014-08-13,1
15670145,7995360,2014-05-17,1
15670145,7904469,2014-05-31,1
15670145,6445364,2014-10-06,1
15670145,7896583,2014-06-19,1
15670145,7960970,2014-06-01,1
15670145,6624652,2014-08-07,1
15670145,6613908,2014-08-23,1
15670145,8031251,2014-04-09,1
15670145,7949873,2014-05-24,1
15670145,6444550,2014-10-05,1
15670145,6550934,2014-09-11,1
15670145,7877519,2014-06-12,1
15670145,6647712,2014-08-13,1
15670145,7876061,2014-06-12,1
15670145,6701567,2014-07-23,1
15670145,6439325,2014-10-04,1
15670145,6532863,2014-09-06,1
15670145,6511990,2014-09-17,1
15670145,6585805,2014-09-03,1
15670145,7960887,2014-05-29,1
15670145,6471868,2014-09-24,1
15670145,7876210,2014-06-11,1
15670145,7882904,2014-06-14,1
15670145,6623037,2014-08-06,1
15670145,6553220,2014-09-12,1
15670145,6634328,2014-08-09,1
15670145,6520246,2014-09-21,1
15670145,7941277,2014-05-21,1
15670145,6511975,2014-09-18,1
15670145,6480276,2014-09-27,1
15670145,6623441,2014-08-06,1
15670145,8084980,2014-04-05,1
15670145,8030671,2014-04-09,1
15670145,6442976,2014-10-05,1
15670145,6705942,2014-07-24,1
15670145,7903711,2014-06-01,1
15670145,6548629,2014-09-10,1
15670145,6669645,2014-08-02,1
15670145,6701252,2014-07-23,1
15670145,7941376,2014-05-21,1
15670145,7960680,2014-05-28,1
15670145,6512144,2014-09-17,1
15670145,7960742,2014-05-28,1
15670145,7917718,2014-06-05,1
15670145,6562714,2014-08-27,1
15670145,7950003,2014-05-25,1
15670145,6514459,2014-09-18,1
15670145,6548624,2014-09-10,1
15670145,6513786,2014-09-18,1
15670145,6622248,2014-08-06,1
15670145,7875939,2014-06-12,1
15670145,6704215,2014-07-24,1
15670145,6473313,2014-09-25,1
15670145,6589887,2014-08-16,1
15670145,8087305,2014-04-05,1
15670145,6438689,2014-10-04,1
15670145,6511295,2014-09-17,1
15670145,6515847,2014-09-21,1
15670145,6429786,2014-10-01,1
15670145,6651072,2014-08-15,1
15670145,7918830,2014-06-05,1
15670145,6647016,2014-08-13,1
15670145,7874626,2014-06-12,1
15670145,6472373,2014-09-24,1
15670145,6702743,2014-07-23,1
15670145,8030577,2014-04-09,1
15670145,7876144,2014-06-11,1
15670145,7941216,2014-05-21,1
15670145,6473503,2014-09-25,1
15670145,8085698,2014-04-06,1
15670145,6494206,2014-09-13,1
15670145,6665040,2014-07-31,1
15670145,6623267,2014-08-06,1
15670145,7874943,2014-06-11,1
15670145,6664050,2014-07-31,1
15670145,7932776,2014-05-18,1
15670145,6790858,2014-06-21,1
15670145,6441033,2014-10-05,1
15670145,6441309,2014-10-05,1
15670145,6667396,2014-08-01,1
15670145,6444594,2014-10-05,1
15670145,6634182,2014-08-10,1
15670145,6702934,2014-07-23,1
15670145,6481427,2014-10-01,1
15670145,7920938,2014-06-06,1
15670145,8032078,2014-04-09,1
15670145,6439384,2014-10-05,1
15670145,6790738,2014-06-21,1
15670146,6789389,2014-06-21,1
15670146,6790187,2014-06-22,1
15670146,6572693,2014-08-30,1
15670146,6670465,2014-08-02,1
15670146,7928391,2014-06-07,1
15670146,6783896,2014-06-19,1
15670146,6442744,2014-10-05,1
15670146,6493538,2014-09-13,1
15670146,6482075,2014-09-28,1
15670146,6623037,2014-08-06,1
15670146,6631533,2014-08-09,1
15670146,7876210,2014-06-11,1
15670146,7918260,2014-06-04,1
15670146,7919161,2014-06-05,1
15670146,6443947,2014-10-05,1
15670146,6443284,2014-10-05,1
15670146,6804021,2014-06-25,1
15670146,6803287,2014-06-25,1
15670146,6512144,2014-09-17,1
15670146,6515747,2014-09-19,1
15670146,6671169,2014-08-02,1
15670146,6445975,2014-10-06,1
15670146,6709567,2014-07-27,1
15670146,6810921,2014-06-28,1
15670146,7875939,2014-06-12,1
15670146,6429779,2014-10-01,1
15670146,6639812,2014-08-13,1
15670146,6621216,2014-08-06,1
15670146,7928604,2014-06-08,1
15670146,7883519,2014-06-14,1
15670146,6478211,2014-09-27,1
15670146,6437763,2014-10-04,1
15670146,6668391,2014-08-02,1
15670146,6702782,2014-07-23,1
15670146,7960578,2014-05-28,1
15670146,6789256,2014-06-21,1
15670146,6485228,2014-09-28,1
15670146,7960634,2014-05-28,1
15670146,7918278,2014-06-04,1
15670148,6525782,2014-09-04,1
15670148,8022967,2014-05-03,1
15670148,7968431,2014-05-07,1
15670148,6443771,2014-10-05,1
15670148,6590484,2014-08-17,1
15670148,6430872,2014-10-02,1
15670148,7920099,2014-06-05,1
15670148,6713947,2014-07-27,1
15670148,6439394,2014-10-05,1
15670148,7998790,2014-04-24,1
15670148,6640887,2014-08-12,1
15670148,8021480,2014-05-04,1
15670148,6614055,2014-08-24,1
15670148,6640892,2014-08-12,1
15670148,8024293,2014-05-04,1
15670148,6433735,2014-10-02,1
15670148,6517803,2014-09-19,1
15670148,7921697,2014-06-06,1
15670148,8005513,2014-04-27,1
15670148,6526805,2014-09-04,1
15670148,6706312,2014-07-25,1
15670148,6636594,2014-08-11,1
15670148,6437763,2014-10-04,1
15670148,8085698,2014-04-06,1
15670148,8005470,2014-04-26,1
15670148,6473313,2014-09-25,1
15670148,7999661,2014-04-24,1
15670148,6563384,2014-08-27,1
15670149,6488139,2014-09-11,1
15670149,6540411,2014-09-08,1
15670149,6488478,2014-09-13,1
15670149,6548624,2014-09-10,1
15670149,6541569,2014-09-08,1
15670149,6512532,2014-09-17,1
15670149,6535268,2014-09-07,1
15670149,6485228,2014-09-28,1
15670149,6441033,2014-10-05,1
15670149,6532921,2014-09-07,1
15670149,6433500,2014-10-03,1
15670149,6534443,2014-09-07,1
15670149,6488021,2014-09-29,1
15670149,6455738,2014-09-21,1
15670149,6432965,2014-10-02,1
15670176,6530429,2014-09-06,1
15670176,6733763,2014-07-13,1
15670176,7984559,2014-05-13,1
15670176,8032060,2014-04-09,1
15670176,6698995,2014-07-22,1
15670176,6508076,2014-09-16,1
15670176,6660804,2014-07-30,1
15670176,7936664,2014-05-19,1
15670176,6655390,2014-07-29,1
15670176,6594795,2014-08-17,1
15670176,6807030,2014-06-27,1
15670176,8075537,2014-04-02,1
15670176,6580034,2014-09-01,1
15670176,6529785,2014-09-05,1
15670176,6533836,2014-09-06,1
15670176,6640860,2014-08-11,1
15670176,7920090,2014-06-05,1
15670176,8080495,2014-04-03,1
15670176,6641122,2014-08-11,1
15670176,7891188,2014-06-17,1
15670176,7976065,2014-05-11,1
15670176,8055931,2014-04-20,1
15670176,6437892,2014-10-04,1
15670176,6442821,2014-10-05,1
15670176,6516397,2014-09-18,1
15670176,7943177,2014-05-23,1
15670176,6484338,2014-09-29,1
15670176,6436468,2014-10-03,1
15670176,6599281,2014-08-19,1
15670176,6656698,2014-07-29,1
15670176,6566684,2014-08-29,1
15670176,6585484,2014-09-03,1
15670176,6700039,2014-07-23,1
15670176,8092275,2014-04-07,1
15670176,7974843,2014-05-09,1
15670176,6689670,2014-07-20,1
15670176,6751992,2014-06-30,1
15670176,7966300,2014-05-06,1
15670176,8040665,2014-04-13,1
15670176,6476083,2014-09-26,1
15670176,7974876,2014-05-09,1
15670176,6641092,2014-08-11,1
15670176,6655302,2014-07-29,1
15670176,8055203,2014-04-20,1
15670176,7997983,2014-04-23,1
15670176,7952802,2014-05-26,1
15670176,6486792,2014-10-03,1
15670176,7954488,2014-05-26,1
15670176,6529988,2014-09-05,1
15670176,6568319,2014-09-03,1
15670176,6628119,2014-08-08,1
15670176,6551637,2014-09-11,1
15670176,6713061,2014-07-27,1
15670176,6445802,2014-10-06,1
15670176,7960743,2014-05-28,1
15670176,7919441,2014-06-05,1
15670176,6536507,2014-09-07,1
15670176,7999770,2014-04-24,1
15670176,6729095,2014-07-12,1
15670176,7954117,2014-05-25,1
15670176,8023333,2014-05-03,1
15670176,7921502,2014-06-06,1
15670176,7944762,2014-05-22,1
15670176,6698352,2014-07-22,1
15670176,7935321,2014-05-19,1
15670176,6467928,2014-09-23,1
15670176,6600234,2014-08-19,1
15670176,6641704,2014-08-13,1
15670176,6482531,2014-09-28,1
15670176,7917176,2014-06-04,1
15670176,6671169,2014-08-02,1
15670176,6749829,2014-07-18,1
15670176,6612237,2014-08-23,1
15670176,6687438,2014-07-19,1
15670176,8032237,2014-04-09,1
15670176,6663935,2014-07-31,1
15670176,8024293,2014-05-04,1
15670176,6558237,2014-08-26,1
15670176,6752314,2014-06-30,1
15670176,6508489,2014-09-16,1
15670176,7976156,2014-05-11,1
15670176,6679235,2014-08-04,1
15670176,6703282,2014-07-24,1
15670176,8050691,2014-04-19,1
15670176,7933648,2014-05-19,1
15670176,7888824,2014-06-16,1
15670176,8050589,2014-04-18,1
15670176,6612840,2014-08-23,1
15670176,6525810,2014-09-04,1
15670176,7900183,2014-05-30,1
15670176,6633111,2014-08-09,1
15670176,6731784,2014-07-13,1
15670176,6811536,2014-06-28,1
15670176,6546478,2014-09-10,1
15670176,6494568,2014-09-13,1
15670176,7926587,2014-06-07,1
15670176,6490198,2014-09-12,1
15670176,8053895,2014-04-20,1
15670176,7915681,2014-06-04,1
15670176,6469709,2014-09-24,1
15670176,6499859,2014-09-14,1
15670176,6701791,2014-07-23,1
15670176,6594219,2014-08-17,1
15670176,6581333,2014-09-02,1
15670176,7882821,2014-06-14,1
15670176,6717048,2014-07-28,1
15670176,7877440,2014-06-13,1
15670176,7927698,2014-06-08,1
15670176,8020648,2014-05-02,1
15670176,7988550,2014-05-14,1
15670176,6640645,2014-08-12,1
15670176,7905184,2014-06-01,1
15670176,6548624,2014-09-10,1
15670176,6440733,2014-10-05,1
15670176,6523911,2014-09-04,1
15670176,6440967,2014-10-05,1
15670176,7986175,2014-05-13,1
15670176,6568179,2014-08-30,1
15670176,6580965,2014-09-01,1
15670176,6742345,2014-07-16,1
15670176,6751680,2014-06-30,1
15670176,7980045,2014-05-11,1
15670176,8022843,2014-05-03,1
15670176,6481073,2014-09-28,1
15670176,6486828,2014-09-29,1
15670176,6498761,2014-09-14,1
15670176,6561553,2014-08-27,1
15670176,8058015,2014-04-21,1
15670176,6815051,2014-06-29,1
15670176,6763214,2014-07-03,1
15670176,6736421,2014-07-14,1
15670176,6625188,2014-08-08,1
15670176,6548131,2014-09-10,1
15670176,6544209,2014-09-08,1
15670176,6619271,2014-08-05,1
15670176,6753811,2014-07-01,1
15670176,6624606,2014-08-07,1
15670176,6641841,2014-08-12,1
15670176,8049754,2014-04-18,1
15670176,6493519,2014-09-13,1
15670176,6441309,2014-10-05,1
15670176,6595770,2014-08-18,1
15670176,6660725,2014-07-30,1
15670176,6427475,2014-09-30,1
15670177,6650645,2014-08-16,1
15670177,6502943,2014-09-15,1
15670177,7940165,2014-05-21,1
15670177,6614094,2014-08-24,1
15670177,7914428,2014-06-03,1
15670177,7874771,2014-06-11,1
15670177,8080067,2014-04-03,1
15670177,6440541,2014-10-05,1
15670177,6635680,2014-08-10,1
15670177,8080770,2014-04-03,1
15670177,6762621,2014-07-03,1
15670177,7894807,2014-06-18,1
15670177,8004128,2014-04-26,1
15670177,6558409,2014-08-27,1
15670177,6711660,2014-07-27,1
15670177,7949827,2014-05-24,1
15670177,8031783,2014-04-09,1
15670177,8006190,2014-04-28,1
15670177,8033992,2014-04-10,1
15670177,6468536,2014-09-23,1
15670177,6757091,2014-07-01,1
15670177,6672897,2014-08-03,1
15670177,6436335,2014-10-03,1
15670177,6563052,2014-08-28,1
15670177,8021050,2014-05-03,1
15670177,6558168,2014-08-26,1
15670177,6591728,2014-08-17,1
15670177,7955554,2014-05-27,1
15670177,6665338,2014-08-01,1
15670177,6485041,2014-09-29,1
15670177,8040454,2014-04-13,1
15670177,8047304,2014-04-16,1
15670177,8040094,2014-04-13,1
15670177,6474149,2014-09-26,1
15670177,6790594,2014-06-22,1
15670177,6617286,2014-08-24,1
15670177,6548086,2014-09-09,1
15670177,7919275,2014-06-04,1
15670177,7905557,2014-06-01,1
15670177,7906512,2014-06-01,1
15670177,6792580,2014-06-22,1
15670177,6439654,2014-10-09,1
15670177,8009738,2014-04-28,1
15670177,8028771,2014-04-08,1
15670177,6461263,2014-09-22,1
15670177,6512303,2014-09-18,1
15670177,6532026,2014-09-06,1
15670177,7911086,2014-06-02,1
15670177,6456900,2014-09-20,1
15670177,6495450,2014-09-13,1
15670177,8008427,2014-04-27,1
15670177,6541631,2014-09-08,1
15670177,6446934,2014-10-06,1
15670177,6797645,2014-06-24,1
15670177,6581040,2014-09-01,1
15670177,6651508,2014-08-14,1
15670177,6601361,2014-08-19,1
15670177,6774927,2014-07-06,1
15670177,7995148,2014-05-17,1
15670177,6646613,2014-08-13,1
15670177,6460222,2014-09-22,1
15670177,6678200,2014-08-04,1
15670177,7956688,2014-05-27,1
15670177,6723813,2014-07-11,1
15670177,6675850,2014-08-03,1
15670177,7878814,2014-06-14,1
15670177,6595735,2014-08-18,1
15670177,7885619,2014-06-15,1
15670177,6775760,2014-07-06,1
15670177,6503234,2014-09-15,1
15670177,8022929,2014-05-03,1
15670177,6437531,2014-10-03,1
15670177,8041321,2014-04-13,1
15670177,6429035,2014-10-01,1
15670177,6469814,2014-09-24,1
15670177,6553414,2014-09-11,1
15670177,8075900,2014-04-02,1
15670177,7865792,2014-06-08,1
15670177,6460268,2014-09-21,1
15670177,6438049,2014-10-04,1
15670177,6671319,2014-08-02,1
15670177,6797552,2014-06-24,1
15670177,7940200,2014-05-21,1
15670177,7950128,2014-05-24,1
15670177,7974955,2014-05-10,1
15670177,8055747,2014-04-20,1
15670177,8015110,2014-04-30,1
15670177,8009374,2014-04-28,1
15670177,7933461,2014-05-19,1
15670177,6770323,2014-07-05,1
15670177,7926535,2014-06-07,1
15670177,8030064,2014-04-09,1
15670177,8044713,2014-04-15,1
15670177,6634541,2014-08-10,1
15670177,6754630,2014-07-01,1
15670177,6498587,2014-09-15,1
15670177,6707326,2014-07-26,1
15670177,6741996,2014-07-16,1
15670177,6777523,2014-07-07,1
15670177,6765917,2014-07-05,1
15670177,6788330,2014-06-21,1
15670177,7902316,2014-05-31,1
15670177,8036534,2014-04-12,1
15670177,8080139,2014-04-03,1
15670177,6496173,2014-09-13,1
15670177,8084812,2014-04-05,1
15670177,8077549,2014-04-02,1
15670177,6670946,2014-08-02,1
15670177,6556906,2014-08-26,1
15670177,6596132,2014-08-18,1
15670177,7971635,2014-05-08,1
15670177,6773574,2014-07-06,1
15670177,6488613,2014-09-12,1
15670177,7953362,2014-05-25,1
15670177,6424575,2014-09-30,1
15670177,6550305,2014-09-10,1
15670177,6718618,2014-07-09,1
15670177,6801445,2014-06-25,1
15670177,7870760,2014-06-10,1
15670177,7892071,2014-06-17,1
15670177,7914050,2014-06-03,1
15670177,6750128,2014-07-18,1
15670177,7941828,2014-05-21,1
15670177,7997653,2014-04-25,1
15670177,6547402,2014-09-09,1
15670177,6483909,2014-09-28,1
15670177,8078039,2014-04-02,1
15670177,6462163,2014-09-21,1
15670177,8005743,2014-04-27,1
15670177,7880927,2014-06-14,1
15670177,7956139,2014-05-26,1
15670177,7967398,2014-05-07,1
15670177,7981550,2014-05-12,1
15670177,7906977,2014-06-01,1
15670177,6763662,2014-07-03,1
15670177,6574436,2014-08-31,1
15670177,6537134,2014-09-07,1
15670177,6552630,2014-09-11,1
15670177,7949681,2014-05-24,1
15670177,8035621,2014-04-11,1
15670177,6787860,2014-06-20,1
15670177,8046230,2014-04-15,1
15670177,6808450,2014-06-27,1
15670177,8057471,2014-04-21,1
15670177,7979156,2014-05-11,1
15670177,7864834,2014-06-09,1
15670177,6611080,2014-08-23,1
15670177,8047123,2014-04-17,1
15670177,6599176,2014-08-19,1
15670177,6459743,2014-09-21,1
15670177,7908318,2014-06-01,1
15670177,6657683,2014-07-30,1
15670177,6478810,2014-09-27,1
15670177,6537796,2014-09-07,1
15670177,7887957,2014-06-16,1
15670177,6706783,2014-07-25,1
15670177,7926903,2014-06-08,1
15670177,6682825,2014-08-11,1
15670177,6572274,2014-08-31,1
15670177,6677865,2014-08-04,1
15670177,6736161,2014-07-14,1
15670177,8032696,2014-04-11,1
15670177,8002404,2014-04-26,1
15670177,7993612,2014-05-17,1
15670177,6522786,2014-09-03,1
15670177,7974065,2014-05-10,1
15670177,6737002,2014-07-14,1
15670177,7912383,2014-06-02,1
15670177,6781167,2014-07-08,1
15670177,6549666,2014-09-10,1
15670177,7867415,2014-06-09,1
15670177,6812792,2014-06-29,1
15670177,6446245,2014-10-07,1
15670177,8081978,2014-04-04,1
15670177,8049787,2014-04-18,1
15670177,6751713,2014-07-01,1
15670177,6689136,2014-07-20,1
15670177,6592444,2014-08-16,1
15670177,6692502,2014-07-20,1
15670177,6744889,2014-07-16,1
15670177,6772083,2014-07-06,1
15670177,6539376,2014-09-08,1
15670177,7923682,2014-06-06,1
15670177,7905460,2014-06-01,1
15670177,6639112,2014-08-12,1
15670177,6740936,2014-07-15,1
15670177,6485599,2014-09-29,1
15670177,6435422,2014-10-03,1
15670177,6805814,2014-06-26,1
15670177,6577734,2014-09-01,1
15670177,6665173,2014-08-01,1
15670177,6675057,2014-08-03,1
15670177,6475066,2014-09-25,1
15670177,7999278,2014-04-24,1
15670177,7934973,2014-05-18,1
15670177,7936275,2014-05-19,1
15670177,7876886,2014-06-12,1
15670177,7903547,2014-06-01,1
15670177,6772273,2014-07-06,1
15670177,7871291,2014-06-10,1
15670177,6792134,2014-06-22,1
15670177,6742177,2014-07-16,1
15670177,6724480,2014-07-10,1
15670177,6807167,2014-06-26,1
15670177,6686113,2014-07-19,1
15670177,6636451,2014-08-11,1
15670177,6780711,2014-07-08,1
15670177,7912513,2014-06-03,1
15670177,7952144,2014-05-25,1
15670177,6520037,2014-09-20,1
15670177,6428009,2014-10-01,1
15670177,7979699,2014-05-11,1
15670177,7995255,2014-05-17,1
15670177,7915290,2014-06-03,1
15670177,6800008,2014-06-24,1
15670177,7915292,2014-06-03,1
15670177,7922176,2014-06-05,1
15670177,8054943,2014-04-20,1
15670177,6761556,2014-07-03,1
15670177,6722094,2014-07-10,1
15670177,6773182,2014-07-06,1
15670177,8023589,2014-05-03,1
15670177,6757325,2014-07-01,1
15670177,6457430,2014-09-21,1
15670177,7894795,2014-06-18,1
15670177,6473475,2014-09-25,1
15670177,6553453,2014-09-11,1
15670177,7882592,2014-06-14,1
15670177,6777654,2014-07-07,1
15670177,6582476,2014-09-02,1
15670177,6558807,2014-08-26,1
15670177,6463980,2014-09-22,1
15670177,6733307,2014-07-13,1
15670177,6717120,2014-07-28,1
15670177,7909419,2014-06-02,1
15670177,6609245,2014-08-23,1
15670177,6434925,2014-10-03,1
15670177,7912825,2014-06-03,1
15670177,8037798,2014-04-13,1
15670177,6776698,2014-07-07,1
15670177,6670336,2014-08-02,1
15670177,7979444,2014-05-11,1
15670177,7905863,2014-05-31,1
15670177,7979938,2014-05-11,1
