SKU,Order,Delivery Date,Quantity
15668519,6534442,2014-09-07,1
15668519,6689615,2014-07-19,1
15668519,6696221,2014-07-22,1
15668519,7918291,2014-06-05,1
15668519,6805788,2014-06-26,1
15668519,6458343,2014-09-21,1
15668519,7944128,2014-05-22,1
15668519,6502099,2014-09-14,1
15668519,6502850,2014-09-15,1
15668519,7915141,2014-06-03,1
15668519,8053553,2014-04-19,1
15668519,6785178,2014-06-20,1
15668519,7925411,2014-06-07,1
15668519,6472955,2014-09-25,1
15668519,6542532,2014-09-08,1
15668519,7912928,2014-06-04,1
15668519,7935116,2014-05-19,1
15668519,6710436,2014-07-27,1
15668519,8019113,2014-05-03,1
15668519,6763323,2014-07-03,1
15668519,6515647,2014-09-18,1
15668519,8001232,2014-04-25,1
15668519,6703023,2014-07-23,1
15668519,8003345,2014-05-02,1
15668519,8087184,2014-04-05,1
15668519,6733327,2014-07-13,1
15668519,7915010,2014-06-04,1
15668519,7911996,2014-06-02,1
15668519,6522627,2014-09-03,1
15668519,6738122,2014-07-15,1
15668519,6772420,2014-07-05,1
15668519,6752435,2014-07-01,1
15668519,6790059,2014-06-21,1
15668519,6459069,2014-09-21,1
15668519,6804085,2014-06-25,1
15668519,6623451,2014-08-06,1
15668519,8023489,2014-05-03,1
15668519,6775415,2014-07-06,1
15668519,7968031,2014-05-07,1
15668519,7921765,2014-06-06,1
15668519,8051816,2014-04-19,1
15668519,6590686,2014-08-16,1
15668519,6431730,2014-10-01,1
15668519,6718165,2014-07-09,1
15668519,7931726,2014-05-17,1
15668519,6623587,2014-08-07,1
15668519,6652396,2014-07-28,1
15668519,6725833,2014-07-11,1
15668519,6466780,2014-09-23,1
15668519,6652809,2014-07-28,1
15668519,7997450,2014-04-23,1
15668519,6570077,2014-08-30,1
15668519,7955128,2014-05-26,1
15668519,6676680,2014-08-04,1
15668519,6472107,2014-09-25,1
15668519,6541076,2014-09-08,1
15668519,6589817,2014-08-16,1
15668519,8024249,2014-05-04,1
15668519,6439012,2014-10-04,1
15668519,6611906,2014-08-23,1
15668519,6630556,2014-08-09,1
15668519,6469924,2014-09-24,1
15668519,6586163,2014-09-03,1
15668519,6501995,2014-09-15,1
15668519,6475219,2014-09-26,1
15668519,6440895,2014-10-04,1
15668519,6456576,2014-09-21,1
15668519,6814900,2014-06-29,1
15668519,6594722,2014-08-17,1
15668519,6505443,2014-09-15,1
15668519,6513688,2014-09-18,1
15668519,6513550,2014-09-18,1
15668519,6597410,2014-08-18,1
15668519,6572076,2014-08-31,1
15668519,7931229,2014-05-18,1
15668519,6811583,2014-06-28,1
15668519,6697233,2014-07-22,1
15668519,7976086,2014-05-10,1
15668519,8019831,2014-05-02,1
15668519,6629357,2014-08-08,1
15668519,7886539,2014-06-15,1
15668519,6459459,2014-09-21,1
15668519,6506198,2014-09-16,1
15668519,7991200,2014-05-15,1
15668519,8023656,2014-05-03,1
15668519,8053864,2014-04-19,1
15668519,6538628,2014-09-08,1
15668519,6566533,2014-08-29,1
15668519,6530155,2014-09-06,1
15668519,8012414,2014-04-29,1
15668519,8024925,2014-05-04,1
15668519,6642391,2014-08-12,1
15668519,6467284,2014-09-23,1
15668519,6731239,2014-07-14,1
15668519,6622313,2014-08-06,1
15668519,7921117,2014-06-05,1
15668519,6629536,2014-08-08,1
15668519,7949196,2014-05-24,1
15668519,7987980,2014-05-14,1
15668519,6546487,2014-09-10,1
15668519,8009350,2014-04-28,1
15668519,6758062,2014-07-02,1
15668519,6508139,2014-09-16,1
15668519,8057914,2014-04-21,1
15668519,6653491,2014-07-29,1
15668519,8058132,2014-04-21,1
15668519,8091390,2014-04-07,1
15668519,6424788,2014-09-30,1
15668519,6799821,2014-06-24,1
15668519,6424875,2014-09-30,1
15668519,6707634,2014-07-25,1
15668519,8076623,2014-04-02,1
15668519,6811496,2014-06-28,1
15668519,6586411,2014-08-16,1
15668519,6730257,2014-07-13,1
15668519,6481637,2014-09-27,1
15668519,6754219,2014-06-30,1
15668519,7937703,2014-05-20,1
15668519,6435155,2014-10-03,1
15668519,6709564,2014-07-26,1
15668519,6550948,2014-09-11,1
15668519,6493485,2014-09-13,1
15668519,7949529,2014-05-24,1
15668519,6708789,2014-07-25,1
15668519,7864909,2014-06-08,1
15668519,6482514,2014-09-28,1
15668519,6782457,2014-07-09,1
15668519,6599722,2014-08-19,1
15668519,8003455,2014-04-26,1
15668519,8036984,2014-04-12,1
15668519,6562716,2014-08-27,1
15668519,6435248,2014-10-03,1
15668519,6653971,2014-07-28,1
15668519,6788984,2014-06-21,1
15668519,8078034,2014-04-02,1
15668519,8055958,2014-04-20,1
15668519,8011434,2014-04-28,1
15668519,6721802,2014-07-10,1
15668519,6782641,2014-07-08,1
15668519,7943200,2014-05-22,1
15668519,6703120,2014-07-24,1
15668519,6767475,2014-07-04,1
15668519,6756447,2014-07-01,1
15668519,6799173,2014-06-24,1
15668519,6461206,2014-09-21,1
15668519,6603111,2014-08-21,1
15668519,6704306,2014-07-24,1
15668519,6771801,2014-07-05,1
15668519,6729508,2014-07-12,1
15668519,6490750,2014-09-12,1
15668519,6717632,2014-07-09,1
15668519,6535976,2014-09-07,1
15668519,7938374,2014-05-20,1
15668519,6600975,2014-08-19,1
15668519,6550701,2014-09-10,1
15668519,7897461,2014-05-29,1
15668519,6625361,2014-08-07,1
15668519,6687451,2014-07-19,1
15668519,6542197,2014-09-08,1
15668519,7886521,2014-06-15,1
15668519,6639486,2014-08-11,1
15668519,7893716,2014-06-17,1
15668519,6567049,2014-08-30,1
15668519,6602043,2014-08-20,1
15668519,6581411,2014-09-02,1
15668519,6430197,2014-10-01,1
15668519,6727377,2014-07-12,1
15668519,7868252,2014-06-09,1
15668519,7886564,2014-06-15,1
15668519,8010228,2014-04-29,1
15668519,6698274,2014-07-22,1
15668519,6606948,2014-08-21,1
15668519,6805706,2014-06-26,1
15668519,7892347,2014-06-17,1
15668519,6512243,2014-09-17,1
15668519,6602492,2014-08-20,1
15668519,7924777,2014-06-08,1
15668520,6792578,2014-06-22,1
15668520,8034053,2014-04-10,1
15668520,6581078,2014-09-02,1
15668520,6560333,2014-08-26,1
15668520,6672427,2014-08-03,1
15668520,7939316,2014-05-21,1
15668520,6527073,2014-09-05,1
15668520,6477802,2014-09-27,1
15668520,6768443,2014-07-04,1
15668520,7890419,2014-06-17,1
15668520,7888916,2014-06-16,1
15668520,6618855,2014-08-24,1
15668520,8034757,2014-04-12,1
15668520,7912783,2014-06-03,1
15668520,6523245,2014-09-04,1
15668520,7903287,2014-05-31,1
15668520,6739297,2014-07-16,1
15668520,7983642,2014-05-12,1
15668520,6442744,2014-10-05,1
15668520,7952636,2014-05-25,1
15668520,7889516,2014-06-16,1
15668520,6698375,2014-07-22,1
15668520,8016886,2014-05-01,1
15668520,8015341,2014-04-30,1
15668520,8029032,2014-04-08,1
15668520,7919397,2014-06-04,1
15668520,8040732,2014-04-13,1
15668520,7893020,2014-06-17,1
15668520,6659609,2014-07-30,1
15668520,8035546,2014-04-11,1
15668520,8059032,2014-04-22,1
15668520,7917497,2014-06-04,1
15668520,7937533,2014-05-20,1
15668520,6483586,2014-09-28,1
15668520,6464864,2014-09-22,1
15668520,6606102,2014-08-21,1
15668520,7907686,2014-06-02,1
15668520,8037892,2014-04-12,1
15668520,7949302,2014-05-24,1
15668520,8010044,2014-04-28,1
15668520,6575461,2014-08-31,1
15668520,6459268,2014-09-21,1
15668520,6730687,2014-07-13,1
15668520,8086567,2014-04-06,1
15668520,6535738,2014-09-07,1
15668520,6502943,2014-09-15,1
15668520,7915914,2014-06-04,1
15668520,6512249,2014-09-17,1
15668520,6762621,2014-07-03,1
15668520,7945626,2014-05-24,1
15668520,8024962,2014-05-04,1
15668520,6533979,2014-09-07,1
15668520,7983377,2014-05-12,1
15668520,6685653,2014-07-18,1
15668520,8045908,2014-04-16,1
15668520,7986699,2014-05-13,1
15668520,6508131,2014-09-16,1
15668520,6796473,2014-06-23,1
15668520,7942164,2014-05-22,1
15668520,7880942,2014-06-14,1
15668520,6645306,2014-08-12,1
15668520,7983711,2014-05-12,1
15668520,7944744,2014-05-22,1
15668520,7890078,2014-06-17,1
15668520,6547804,2014-09-10,1
15668520,6799915,2014-06-24,1
15668520,6806181,2014-06-26,1
15668520,8081573,2014-04-04,1
15668520,6752827,2014-06-30,1
15668520,6509014,2014-09-16,1
15668520,6594987,2014-08-18,1
15668520,6723118,2014-07-10,1
15668520,6585704,2014-09-03,1
15668520,8077922,2014-04-02,1
15668520,7920156,2014-06-05,1
15668520,7908743,2014-06-02,1
15668520,8055991,2014-04-20,1
15668520,6811224,2014-06-28,1
15668520,6789983,2014-06-21,1
15668520,6637807,2014-08-14,1
15668520,6673445,2014-08-03,1
15668520,6740187,2014-07-19,1
15668520,6521036,2014-09-06,1
15668520,7951975,2014-05-25,1
15668520,6510794,2014-09-20,1
15668520,7912216,2014-06-02,1
15668520,6582141,2014-09-02,1
15668520,6431457,2014-10-03,1
15668520,6477685,2014-09-27,1
15668520,6446047,2014-10-07,1
15668520,6464562,2014-09-22,1
15668520,7949197,2014-05-24,1
15668520,7898461,2014-05-30,1
15668520,6447741,2014-10-06,1
15668520,6781617,2014-07-08,1
15668520,7939435,2014-05-21,1
15668520,8087577,2014-04-06,1
15668520,6697357,2014-07-23,1
15668520,7911540,2014-06-03,1
15668520,6481833,2014-09-27,1
15668520,6682142,2014-08-04,1
15668520,6654245,2014-07-28,1
15668520,6734157,2014-07-13,1
15668520,6456568,2014-09-21,1
15668520,6736423,2014-07-14,1
15668520,6631533,2014-08-09,1
15668520,6786422,2014-06-21,1
15668520,6741469,2014-07-15,1
15668520,7894745,2014-06-18,1
15668520,7886164,2014-06-15,1
15668520,8052794,2014-04-20,1
15668520,6511810,2014-09-17,1
15668520,6518935,2014-09-20,1
15668520,7931728,2014-05-17,1
15668520,8057993,2014-04-22,1
15668520,6721393,2014-07-10,1
15668520,6523560,2014-09-03,1
15668520,6722961,2014-07-10,1
15668520,7884289,2014-06-15,1
15668520,6752573,2014-07-01,1
15668520,6551821,2014-09-11,1
15668520,6504797,2014-09-15,1
15668520,6532878,2014-09-06,1
15668520,7886838,2014-06-15,1
15668520,7929109,2014-06-08,1
15668520,6530671,2014-09-05,1
15668520,6731444,2014-07-13,1
15668520,7941923,2014-05-21,1
15668520,7966156,2014-05-06,1
15668520,6542473,2014-09-08,1
15668520,6474756,2014-09-25,1
15668520,6708151,2014-07-25,1
15668520,6597951,2014-08-18,1
15668520,7971639,2014-05-09,1
15668520,6638556,2014-08-10,1
15668520,6796678,2014-06-23,1
15668520,6538007,2014-09-08,1
15668520,6802492,2014-06-25,1
15668520,8009879,2014-04-28,1
15668520,8086100,2014-04-06,1
15668520,8084249,2014-04-04,1
15668520,6797197,2014-06-23,1
15668520,6701567,2014-07-23,1
15668520,6684998,2014-07-18,1
15668520,8026995,2014-05-04,1
15668520,8035589,2014-04-11,1
15668520,6811222,2014-06-28,1
15668520,6523527,2014-09-04,1
15668520,8024638,2014-05-04,1
15668520,8055661,2014-04-20,1
15668520,6539149,2014-09-07,1
15668520,6729553,2014-07-12,1
15668520,6590320,2014-08-16,1
15668520,6598357,2014-08-19,1
15668520,6660804,2014-07-30,1
15668520,6432101,2014-10-02,1
15668520,6633296,2014-08-09,1
15668520,6593563,2014-08-18,1
15668520,7938653,2014-05-20,1
15668520,7964525,2014-05-05,1
15668520,7915880,2014-06-04,1
15668520,7982382,2014-05-13,1
15668520,8021048,2014-05-03,1
15668520,6566970,2014-08-29,1
15668520,6768766,2014-07-05,1
15668520,7929716,2014-06-08,1
15668520,6456898,2014-09-20,1
15668520,6531681,2014-09-06,1
15668520,6468042,2014-09-24,1
15668520,6665007,2014-08-01,1
15668520,6486521,2014-09-29,1
15668520,6763141,2014-07-03,1
15668520,6585585,2014-09-03,1
15668520,6726284,2014-07-12,1
15668520,7999712,2014-04-24,1
15668520,8082445,2014-04-04,1
15668520,6505360,2014-09-15,1
15668520,6698295,2014-07-22,1
15668520,6439325,2014-10-04,1
15668520,6778371,2014-07-07,1
15668520,7912472,2014-06-03,1
15668520,6493538,2014-09-13,1
15668520,6634328,2014-08-09,1
15668520,6659650,2014-07-30,1
15668520,8009492,2014-04-28,1
15668520,7886823,2014-06-15,1
15668520,7906408,2014-06-01,1
15668520,6769029,2014-07-05,1
15668520,6533518,2014-09-06,1
15668520,6542900,2014-09-08,1
15668520,6613908,2014-08-23,1
15668520,7999187,2014-04-24,1
15668520,8087475,2014-04-06,1
15668520,7906970,2014-06-01,1
15668520,8025061,2014-05-04,1
15668520,6530101,2014-09-06,1
15668520,7922974,2014-06-06,1
15668520,6474722,2014-09-25,1
15668520,7975922,2014-05-10,1
15668520,8049138,2014-04-18,1
15668520,6721136,2014-07-09,1
15668520,6457999,2014-09-21,1
15668520,8036521,2014-04-12,1
15668520,6796904,2014-06-23,1
15668520,7967336,2014-05-06,1
15668520,6509725,2014-09-17,1
15668520,8004267,2014-04-26,1
15668520,8060055,2014-04-22,1
15668520,6500326,2014-09-14,1
15668520,6507647,2014-09-16,1
15668520,6468102,2014-09-24,1
15668520,6679140,2014-08-04,1
15668520,6780042,2014-07-08,1
15668520,6808890,2014-06-27,1
15668520,8013013,2014-04-30,1
15668520,6552630,2014-09-11,1
15668520,8053805,2014-04-19,1
15668520,6748511,2014-07-18,1
15668520,8020533,2014-05-02,1
15668520,6637551,2014-08-10,1
15668520,6813373,2014-06-29,1
15668520,7923001,2014-06-06,1
15668520,6608291,2014-08-22,1
15668520,7924670,2014-06-07,1
15668520,6554253,2014-08-25,1
15668520,6506300,2014-09-16,1
15668520,6486561,2014-09-28,1
15668520,6540411,2014-09-08,1
15668520,7977457,2014-05-11,1
15668520,8084362,2014-04-04,1
15668520,6781527,2014-07-08,1
15668520,6728455,2014-07-12,1
15668520,7979304,2014-05-11,1
15668520,6542733,2014-09-08,1
15668520,7899388,2014-05-30,1
15668520,6814389,2014-06-29,1
15668520,8084238,2014-04-05,1
15668520,7928281,2014-06-08,1
15668520,7884254,2014-06-15,1
15668520,7926217,2014-06-08,1
15668520,8076861,2014-04-02,1
15668520,6561305,2014-08-27,1
15668520,6615801,2014-08-24,1
15668520,7910995,2014-06-03,1
15668520,7915882,2014-06-04,1
15668520,6497911,2014-09-14,1
15668520,6510061,2014-09-17,1
15668520,7930215,2014-05-17,1
15668520,6496650,2014-09-14,1
15668520,7999153,2014-04-24,1
15668520,6516817,2014-09-20,1
15668520,8035798,2014-04-12,1
15668520,7952777,2014-05-25,1
15668520,6712907,2014-07-26,1
15668520,6579115,2014-09-01,1
15668520,6700288,2014-07-23,1
15668520,6590962,2014-08-16,1
15668520,6422544,2014-09-29,1
15668520,7933752,2014-05-19,1
15668520,6492941,2014-09-13,1
15668520,6545565,2014-09-09,1
15668520,6542946,2014-09-08,1
15668520,7960734,2014-05-28,1
15668520,6501610,2014-09-15,1
15668520,7993854,2014-05-17,1
15668520,6710248,2014-07-26,1
15668520,7996668,2014-04-23,1
15668520,8047842,2014-04-17,1
15668520,8009302,2014-04-28,1
15668520,6559359,2014-08-26,1
15668520,6477281,2014-09-26,1
15668520,7919775,2014-06-05,1
15668520,6593102,2014-08-17,1
15668520,6549272,2014-09-10,1
15668520,6562782,2014-08-28,1
15668520,8090485,2014-04-06,1
15668520,8020622,2014-05-02,1
15668520,7872375,2014-06-10,1
15668520,6551378,2014-09-11,1
15668520,7866138,2014-06-08,1
15668520,7954681,2014-05-26,1
15668520,7997533,2014-04-24,1
15668520,6609044,2014-08-22,1
15668520,6734203,2014-07-13,1
15668520,6481974,2014-09-28,1
15668520,7966453,2014-05-06,1
15668520,8083156,2014-04-04,1
15668520,6435524,2014-10-03,1
15668520,6795818,2014-06-23,1
15668520,6538695,2014-09-08,1
15668520,6563535,2014-08-28,1
15668520,7983438,2014-05-12,1
15668520,7962863,2014-05-05,1
15668520,8005039,2014-04-27,1
15668520,6560016,2014-08-27,1
15668520,7945334,2014-05-23,1
15668520,6433366,2014-10-02,1
15668520,6541283,2014-09-09,1
15668520,6663804,2014-07-31,1
15668520,6551785,2014-09-11,1
15668520,8011952,2014-04-30,1
15668520,6555930,2014-08-25,1
15668520,8053146,2014-04-19,1
15668520,7922307,2014-06-05,1
15668520,8027111,2014-05-04,1
15668520,8021681,2014-05-03,1
15668520,6642647,2014-08-12,1
15668520,6714770,2014-07-27,1
15668520,8054228,2014-04-19,1
15668520,7928182,2014-06-07,1
15668520,6597365,2014-08-18,1
15668520,6702308,2014-07-23,1
15668520,7935418,2014-05-19,1
15668520,6731964,2014-07-13,1
15668520,8035079,2014-04-11,1
15668520,7998661,2014-04-24,1
15668520,6769381,2014-07-05,1
15668520,6608688,2014-08-22,1
15668520,6679329,2014-08-04,1
15668520,8033444,2014-04-11,1
15668520,8054517,2014-04-19,1
15668520,6467183,2014-09-23,1
15668520,6546731,2014-09-09,1
15668520,6706271,2014-07-25,1
15668520,6543618,2014-09-09,1
15668520,8050449,2014-04-18,1
15668520,6607518,2014-08-21,1
15668520,7865664,2014-06-09,1
15668520,6764625,2014-07-04,1
15668520,6689452,2014-07-19,1
15668520,6721129,2014-07-09,1
15668520,6811507,2014-06-28,1
15668520,6757067,2014-07-01,1
15668520,6456144,2014-09-20,1
15668520,6491350,2014-09-12,1
15668520,8033527,2014-04-11,1
15668520,6743511,2014-07-16,1
15668520,8024006,2014-05-03,1
15668520,6736738,2014-07-14,1
15668520,6804434,2014-06-26,1
15668520,6597065,2014-08-18,1
15668520,6608336,2014-08-22,1
15668520,6613390,2014-08-24,1
15668520,6552590,2014-09-11,1
15668520,8075370,2014-04-02,1
15668520,7908921,2014-06-02,1
15668520,6755991,2014-07-01,1
15668520,6729920,2014-07-12,1
15668520,6814907,2014-06-29,1
15668520,6470278,2014-09-24,1
15668520,7937329,2014-05-20,1
15668520,6608534,2014-08-22,1
15668520,6543760,2014-09-09,1
15668520,6702773,2014-07-23,1
15668520,8053356,2014-04-19,1
15668520,6619194,2014-08-06,1
15668520,6601613,2014-08-19,1
15668520,6781766,2014-07-08,1
15668520,7874272,2014-06-11,1
15668520,6778504,2014-07-07,1
15668520,6699126,2014-07-22,1
15668520,7885349,2014-06-15,1
15668520,6633721,2014-08-09,1
15668520,8055689,2014-04-20,1
15668520,6636377,2014-08-10,1
15668520,7958338,2014-05-27,1
15668520,6689841,2014-07-20,1
15668520,6594810,2014-08-17,1
15668520,6767834,2014-07-04,1
15668520,6720158,2014-07-09,1
15668520,6739757,2014-07-15,1
15668520,6761498,2014-07-03,1
15668520,6560005,2014-08-27,1
15668520,7871844,2014-06-10,1
15668520,6466119,2014-09-22,1
15668520,7987161,2014-05-14,1
15668520,6459811,2014-09-21,1
15668520,7904392,2014-06-01,1
15668520,6532956,2014-09-07,1
15668520,7918406,2014-06-04,1
15668520,6799729,2014-06-25,1
15668520,6782277,2014-07-08,1
15668520,7970817,2014-05-09,1
15668520,6444823,2014-10-05,1
15668520,8014230,2014-05-01,1
15668520,6522164,2014-09-03,1
15668520,6601106,2014-08-21,1
15668520,6625927,2014-08-07,1
15668520,7875047,2014-06-11,1
15668520,7891009,2014-06-17,1
15668520,7956182,2014-05-26,1
15668520,6611333,2014-08-23,1
15668520,6533314,2014-09-06,1
15668520,6721516,2014-07-10,1
15668520,7978329,2014-05-11,1
15668520,7992579,2014-05-16,1
15668520,6532127,2014-09-06,1
15668520,6797143,2014-06-23,1
15668520,7998657,2014-04-24,1
15668520,6695563,2014-07-21,1
15668520,6581108,2014-09-01,1
15668520,6551451,2014-09-10,1
15668520,6547402,2014-09-09,1
15668520,7999367,2014-04-24,1
15668520,8011348,2014-04-28,1
15668520,6464893,2014-09-22,1
15668520,8053928,2014-04-19,1
15668520,8082752,2014-04-04,1
15668520,8092957,2014-04-08,1
15668520,8006653,2014-04-27,1
15668520,7985792,2014-05-13,1
15668520,8031674,2014-04-10,1
15668520,8024801,2014-05-04,1
15668520,8046563,2014-04-15,1
15668520,6455817,2014-09-21,1
15668520,8050594,2014-04-19,1
15668520,6427450,2014-10-01,1
15668520,6540430,2014-09-08,1
15668520,8042105,2014-04-13,1
15668520,7893447,2014-06-17,1
15668520,6480318,2014-09-27,1
15668520,6528845,2014-09-05,1
15668520,7970393,2014-05-08,1
15668520,6675670,2014-08-03,1
15668520,6447370,2014-10-06,1
15668520,6436103,2014-10-03,1
15668520,6771096,2014-07-05,1
15668520,6434381,2014-10-02,1
15668520,6757021,2014-07-01,1
15668520,7874663,2014-06-11,1
15668520,7944034,2014-05-22,1
15668520,8082587,2014-04-04,1
15668520,6708373,2014-07-26,1
15668520,7991659,2014-05-16,1
15668520,7998757,2014-04-24,1
15668520,6477449,2014-09-26,1
15668520,6494276,2014-09-13,1
15668520,8017573,2014-05-01,1
15668520,6565677,2014-08-28,1
15668520,6622872,2014-08-06,1
15668520,8016355,2014-05-01,1
15668520,8004412,2014-04-26,1
15668520,8004220,2014-04-26,1
15668520,6640634,2014-08-11,1
15668520,6427357,2014-09-30,1
15668520,7969180,2014-05-07,1
15668520,6755145,2014-07-01,1
15668520,6533891,2014-09-06,1
15668520,6814707,2014-06-29,1
15668520,6763407,2014-07-03,1
15668520,7920076,2014-06-05,1
15668520,6785498,2014-06-20,1
15668520,6483909,2014-09-28,1
15668520,6807524,2014-06-27,1
